[INFO: train.py:  211]: training with the following args:
[INFO: train.py:  212]: ==================================================
[INFO: train.py:  214]: SNR: -1.0
[INFO: train.py:  214]: alphabet_size: 2
[INFO: train.py:  214]: batch_size: 1000
[INFO: train.py:  214]: channel_prob: 0
[INFO: train.py:  214]: checkpoint_load_path: None
[INFO: train.py:  214]: clip: 1
[INFO: train.py:  214]: code_length: 200
[INFO: train.py:  214]: decoder_lr: 0.0001
[INFO: train.py:  214]: encoder_lr: 0.0001
[INFO: train.py:  214]: eval_every: 400
[INFO: train.py:  214]: eval_size: 4000
[INFO: train.py:  214]: log_name: AWGN 100 to 200 SNR -1 Conv encoder CvT decoder
[INFO: train.py:  214]: message_length: 100
[INFO: train.py:  214]: save_model: True
[INFO: train.py:  214]: seed: 0
[INFO: train.py:  214]: steps: 4000
[INFO: train.py:  214]: train_encoder: True
[INFO: train.py:  215]: ==================================================
[INFO: train.py:  217]: Training on 4000000 datapoints with 4000 steps and batchsize 1000
[INFO: train.py:  241]: The encoder has 206914 trainable parameters.
[INFO: train.py:  242]: The decoder has 926520 trainable parameters.
[INFO: train.py:  138]: [train] Step: 1/4000 (0%)	Loss: 0.696413	 BER: 0.516510	 RLD: 0.401110	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 2/4000 (0%)	Loss: 0.669615	 BER: 0.313540	 RLD: 0.307720	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 3/4000 (0%)	Loss: 0.641363	 BER: 0.226360	 RLD: 0.225550	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 4/4000 (0%)	Loss: 0.616134	 BER: 0.209020	 RLD: 0.208710	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 5/4000 (0%)	Loss: 0.595010	 BER: 0.193230	 RLD: 0.192860	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 6/4000 (0%)	Loss: 0.567598	 BER: 0.162860	 RLD: 0.162680	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 7/4000 (0%)	Loss: 0.540536	 BER: 0.143680	 RLD: 0.143440	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 8/4000 (0%)	Loss: 0.517583	 BER: 0.136230	 RLD: 0.136150	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 9/4000 (0%)	Loss: 0.497508	 BER: 0.137250	 RLD: 0.137050	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 10/4000 (0%)	Loss: 0.475105	 BER: 0.131250	 RLD: 0.131080	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 11/4000 (0%)	Loss: 0.454472	 BER: 0.130100	 RLD: 0.130060	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 12/4000 (0%)	Loss: 0.435363	 BER: 0.129380	 RLD: 0.129240	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 13/4000 (0%)	Loss: 0.417344	 BER: 0.126140	 RLD: 0.126030	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 14/4000 (0%)	Loss: 0.399647	 BER: 0.124280	 RLD: 0.124140	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 15/4000 (0%)	Loss: 0.382399	 BER: 0.122420	 RLD: 0.122260	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 16/4000 (0%)	Loss: 0.367171	 BER: 0.120260	 RLD: 0.120150	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 17/4000 (0%)	Loss: 0.354273	 BER: 0.119890	 RLD: 0.119720	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 18/4000 (0%)	Loss: 0.339914	 BER: 0.118340	 RLD: 0.118210	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 19/4000 (0%)	Loss: 0.328661	 BER: 0.116530	 RLD: 0.116360	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 20/4000 (0%)	Loss: 0.318890	 BER: 0.117430	 RLD: 0.117340	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 21/4000 (1%)	Loss: 0.308346	 BER: 0.115480	 RLD: 0.115390	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 22/4000 (1%)	Loss: 0.297799	 BER: 0.113810	 RLD: 0.113670	 BLER: 1.000000
