[INFO: train.py:  330]: training with the following args:
[INFO: train.py:  331]: ==================================================
[INFO: train.py:  333]: alphabet_size: 2
[INFO: train.py:  333]: batch_size: 256
[INFO: train.py:  333]: channel_prob: 0.1
[INFO: train.py:  333]: checkpoint_load_path: None
[INFO: train.py:  333]: clip: 1
[INFO: train.py:  333]: code_length: 128
[INFO: train.py:  333]: decoder_d_hidden: 16
[INFO: train.py:  333]: decoder_e_hidden: 8
[INFO: train.py:  333]: decoder_forward: 32
[INFO: train.py:  333]: decoder_lr: 0.01
[INFO: train.py:  333]: encoder_lr: 0.001
[INFO: train.py:  333]: eval_every: 500
[INFO: train.py:  333]: eval_size: 2048
[INFO: train.py:  333]: gamma: 0.7
[INFO: train.py:  333]: log_name: repetition 32 to 128 transformer no norm
[INFO: train.py:  333]: message_length: 32
[INFO: train.py:  333]: num_sample: 16
[INFO: train.py:  333]: save_model: True
[INFO: train.py:  333]: seed: 1
[INFO: train.py:  333]: steps: 100000
[INFO: train.py:  333]: train_encoder: False
[INFO: train.py:  334]: ==================================================
[INFO: train.py:  336]: Training on 25600000 datapoints with 100000 steps and batchsize 256
[INFO: train.py:  359]: The encoder has 0 trainable parameters.
[INFO: train.py:  360]: The decoder has 3268 trainable parameters.
[INFO: train.py:  201]: [train] Step: 1/100000 (0%)	Loss: 3.304032	 BER: 0.98388671875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 2/100000 (0%)	Loss: 1.025354	 BER: 0.52001953125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 3/100000 (0%)	Loss: 0.791431	 BER: 0.5001220703125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 4/100000 (0%)	Loss: 0.788590	 BER: 0.5015869140625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 5/100000 (0%)	Loss: 0.769168	 BER: 0.5029296875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 6/100000 (0%)	Loss: 0.749746	 BER: 0.502685546875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 7/100000 (0%)	Loss: 0.732259	 BER: 0.500732421875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 8/100000 (0%)	Loss: 0.720644	 BER: 0.495849609375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 9/100000 (0%)	Loss: 0.717597	 BER: 0.4964599609375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 10/100000 (0%)	Loss: 0.717296	 BER: 0.5001220703125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 11/100000 (0%)	Loss: 0.712411	 BER: 0.49755859375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 12/100000 (0%)	Loss: 0.709668	 BER: 0.5087890625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 13/100000 (0%)	Loss: 0.703496	 BER: 0.494873046875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 14/100000 (0%)	Loss: 0.700721	 BER: 0.505126953125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 15/100000 (0%)	Loss: 0.698208	 BER: 0.4951171875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 16/100000 (0%)	Loss: 0.696032	 BER: 0.495849609375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 17/100000 (0%)	Loss: 0.694697	 BER: 0.485595703125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 18/100000 (0%)	Loss: 0.694769	 BER: 0.485595703125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 19/100000 (0%)	Loss: 0.695260	 BER: 0.495849609375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 20/100000 (0%)	Loss: 0.694418	 BER: 0.4921875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 21/100000 (0%)	Loss: 0.694782	 BER: 0.49169921875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 22/100000 (0%)	Loss: 0.694752	 BER: 0.487548828125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 23/100000 (0%)	Loss: 0.694551	 BER: 0.4945068359375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 24/100000 (0%)	Loss: 0.696950	 BER: 0.5009765625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 25/100000 (0%)	Loss: 0.695227	 BER: 0.4937744140625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 26/100000 (0%)	Loss: 0.693885	 BER: 0.483154296875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 27/100000 (0%)	Loss: 0.695036	 BER: 0.49365234375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 28/100000 (0%)	Loss: 0.693725	 BER: 0.498779296875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 29/100000 (0%)	Loss: 0.695625	 BER: 0.4993896484375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 30/100000 (0%)	Loss: 0.694125	 BER: 0.4859619140625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 31/100000 (0%)	Loss: 0.693914	 BER: 0.4957275390625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 32/100000 (0%)	Loss: 0.694281	 BER: 0.48876953125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 33/100000 (0%)	Loss: 0.693439	 BER: 0.494873046875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 34/100000 (0%)	Loss: 0.694466	 BER: 0.49267578125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 35/100000 (0%)	Loss: 0.692753	 BER: 0.4913330078125	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 36/100000 (0%)	Loss: 0.693128	 BER: 0.4937744140625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 37/100000 (0%)	Loss: 0.694356	 BER: 0.4937744140625	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 38/100000 (0%)	Loss: 0.693852	 BER: 0.49755859375	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 39/100000 (0%)	Loss: 0.692878	 BER: 0.4832763671875	 BLER: 1.0
[INFO: train.py:  201]: [train] Step: 40/100000 (0%)	Loss: 0.694911	 BER: 0.49560546875	 BLER: 1.0
