[INFO: train.py:  211]: training with the following args:
[INFO: train.py:  212]: ==================================================
[INFO: train.py:  214]: SNR: 3.0
[INFO: train.py:  214]: alphabet_size: 2
[INFO: train.py:  214]: batch_size: 1000
[INFO: train.py:  214]: channel_prob: 0.0
[INFO: train.py:  214]: checkpoint_load_path: None
[INFO: train.py:  214]: clip: 1
[INFO: train.py:  214]: code_length: 200
[INFO: train.py:  214]: decoder_lr: 0.0001
[INFO: train.py:  214]: encoder_lr: 0.0001
[INFO: train.py:  214]: eval_every: 400
[INFO: train.py:  214]: eval_size: 4000
[INFO: train.py:  214]: log_name: Cvt encoder Cvt decoder AWGN 100 to 200 SNR 3 deletion 0
[INFO: train.py:  214]: message_length: 100
[INFO: train.py:  214]: save_model: True
[INFO: train.py:  214]: seed: 0
[INFO: train.py:  214]: steps: 4000
[INFO: train.py:  214]: train_encoder: True
[INFO: train.py:  215]: ==================================================
[INFO: train.py:  217]: Training on 4000000 datapoints with 4000 steps and batchsize 1000
[INFO: train.py:  242]: The encoder has 830008 trainable parameters.
[INFO: train.py:  243]: The decoder has 926520 trainable parameters.
[INFO: train.py:  138]: [train] Step: 1/4000 (0%)	Loss: 0.705587	 BER: 0.583020	 RLD: 0.490570	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 2/4000 (0%)	Loss: 0.656614	 BER: 0.188000	 RLD: 0.187720	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 3/4000 (0%)	Loss: 0.621176	 BER: 0.109540	 RLD: 0.109500	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 4/4000 (0%)	Loss: 0.593156	 BER: 0.093070	 RLD: 0.093050	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 5/4000 (0%)	Loss: 0.567278	 BER: 0.078280	 RLD: 0.078270	 BLER: 1.000000
[INFO: train.py:  138]: [train] Step: 6/4000 (0%)	Loss: 0.541259	 BER: 0.067910	 RLD: 0.067910	 BLER: 0.997000
[INFO: train.py:  138]: [train] Step: 7/4000 (0%)	Loss: 0.514608	 BER: 0.059170	 RLD: 0.059170	 BLER: 0.999000
[INFO: train.py:  138]: [train] Step: 8/4000 (0%)	Loss: 0.487415	 BER: 0.050850	 RLD: 0.050820	 BLER: 0.995000
[INFO: train.py:  138]: [train] Step: 9/4000 (0%)	Loss: 0.460745	 BER: 0.044860	 RLD: 0.044860	 BLER: 0.992000
[INFO: train.py:  138]: [train] Step: 10/4000 (0%)	Loss: 0.435757	 BER: 0.040540	 RLD: 0.040530	 BLER: 0.983000
[INFO: train.py:  138]: [train] Step: 11/4000 (0%)	Loss: 0.412697	 BER: 0.039490	 RLD: 0.039490	 BLER: 0.974000
[INFO: train.py:  138]: [train] Step: 12/4000 (0%)	Loss: 0.389813	 BER: 0.038500	 RLD: 0.038500	 BLER: 0.976000
[INFO: train.py:  138]: [train] Step: 13/4000 (0%)	Loss: 0.367911	 BER: 0.036020	 RLD: 0.036020	 BLER: 0.979000
[INFO: train.py:  138]: [train] Step: 14/4000 (0%)	Loss: 0.347158	 BER: 0.035980	 RLD: 0.035980	 BLER: 0.974000
[INFO: train.py:  138]: [train] Step: 15/4000 (0%)	Loss: 0.326776	 BER: 0.035260	 RLD: 0.035260	 BLER: 0.971000
